"Horas_Estudio","Asistencia","Acceso_Recursos","Actividades_Extracurriculares","Horas_Sueno","Puntuaciones_Previas","Acceso_Internet","Sesiones_Tutoria","Ingresos_Familiares","Influencia_Companeros","Actividad_Fisica","Discapacidades_Aprendizaje","Nivel_Educativo_Padres","Distancia_Hogar","Sexo","Puntuacion_Examen","Sesiones_Tutoria_log","Asistencia_log","Asistencia_sqrt","Asistencia_boxcox","Nivel_Motivacion_Media","Nivel_Motivacion_Alta","Involucramiento_Parental_Medio","Involucramiento_Parental_Alto","Calidad_Profesor_Media","Calidad_Profesor_Alta","Tipo_Escuela_Privada"
27,94,"Medio","Si",7,57,"Si",1,"Medio","Neutral",1,"No","Secundaria","Cerca","Masculino",71,0.693147180559945,4.55387689160054,9.69535971483266,32.9344590650483,1,0,1,0,1,0,1
16,81,"Alto","Si",6,79,"Si",2,"Bajo","Positiva",3,"No","Universitaria","Moderado","Femenino",68,1.09861228866811,4.40671924726425,9,29.5343173821803,1,0,1,0,0,1,0
19,97,"Bajo","No",6,94,"Si",2,"Alto","Neutral",4,"No","Postgrado","Cerca","Masculino",72,1.09861228866811,4.58496747867057,9.8488578017961,33.6985186145644,1,0,1,0,1,0,0
20,92,"Alto","Si",4,61,"Si",2,"Alto","Neutral",4,"No","Universitaria","Cerca","Masculino",71,1.09861228866811,4.53259949315326,9.59166304662544,32.4210206311119,1,0,1,0,1,0,0
15,88,"Bajo","Si",8,71,"No",1,"Bajo","Positiva",2,"No","Postgrado","Moderado","Masculino",64,0.693147180559945,4.48863636973214,9.38083151964686,31.3839670841923,1,0,0,0,0,0,1
24,60,"Bajo","Si",5,69,"Si",1,"Medio","Neutral",5,"No","Secundaria","Moderado","Masculino",64,0.693147180559945,4.11087386417331,7.74596669241483,23.6676209733059,1,0,0,1,0,1,0
19,77,"Medio","Si",6,54,"Si",3,"Alto","Negativa",2,"No","Universitaria","Moderado","Masculino",66,1.38629436111989,4.35670882668959,8.77496438739212,28.4558923484917,0,0,0,1,1,0,1
15,96,"Medio","No",7,74,"Si",2,"Bajo","Positiva",2,"No","Secundaria","Lejos","Masculino",68,1.09861228866811,4.57471097850338,9.79795897113271,33.4446303869241,1,0,0,1,0,0,1
17,67,"Medio","Si",10,51,"Si",3,"Bajo","Positiva",5,"No","Secundaria","Cerca","Masculino",65,1.38629436111989,4.21950770517611,8.18535277187245,25.6829769762357,1,0,0,1,1,0,0
24,71,"Medio","Si",5,74,"Si",1,"Medio","Positiva",3,"No","Secundaria","Cerca","Masculino",67,0.693147180559945,4.27666611901606,8.42614977317636,26.8061042870553,1,0,1,0,1,0,1
18,81,"Bajo","Si",10,55,"Si",3,"Bajo","Negativa",2,"No","Secundaria","Cerca","Masculino",64,1.38629436111989,4.40671924726425,9,29.5343173821803,0,0,1,0,1,0,0
30,71,"Medio","Si",9,95,"No",1,"Medio","Neutral",4,"No","Universitaria","Cerca","Masculino",70,0.693147180559945,4.27666611901606,8.42614977317636,26.8061042870553,0,1,0,1,1,0,0
18,68,"Alto","Si",8,83,"Si",1,"Bajo","Positiva",2,"No","Universitaria","Cerca","Masculino",65,0.693147180559945,4.23410650459726,8.24621125123532,25.9656018732522,0,0,1,0,1,0,0
21,84,"Bajo","No",9,53,"Si",2,"Medio","Negativa",3,"No","Secundaria","Moderado","Femenino",65,1.09861228866811,4.44265125649032,9.16515138991168,30.3326693556488,0,0,1,0,0,1,0
26,64,"Medio","No",8,91,"Si",1,"Medio","Positiva",4,"No","Secundaria","Cerca","Masculino",68,0.693147180559945,4.17438726989564,8,24.8273909713608,0,1,0,1,1,0,0
11,62,"Alto","Si",4,68,"Si",2,"Alto","Negativa",3,"No","Secundaria","Moderado","Masculino",61,1.09861228866811,4.14313472639153,7.87400787401181,24.2503124054604,1,0,1,0,1,0,0
11,89,"Medio","Si",5,63,"Si",0,"Medio","Neutral",2,"No","Universitaria","Cerca","Femenino",65,0,4.49980967033027,9.4339811320566,31.6445331884519,1,0,1,0,1,0,0
28,82,"Medio","Si",6,80,"Si",1,"Bajo","Neutral",5,"No","Secundaria","Lejos","Femenino",69,0.693147180559945,4.4188406077966,9.05538513813742,29.8014050155455,1,0,1,0,1,0,1
17,77,"Medio","No",7,54,"Si",1,"Bajo","Positiva",2,"No","Universitaria","Cerca","Masculino",64,0.693147180559945,4.35670882668959,8.77496438739212,28.4558923484917,0,0,1,0,0,1,0
35,83,"Bajo","No",6,53,"Si",1,"Bajo","Neutral",2,"No","Secundaria","Cerca","Femenino",69,0.693147180559945,4.43081679884331,9.1104335791443,30.0675172565702,1,0,1,0,1,0,1
17,75,"Medio","Si",8,81,"Si",3,"Alto","Neutral",3,"Si","Postgrado","Cerca","Masculino",67,1.38629436111989,4.33073334028633,8.66025403784439,27.9103973090706,0,0,0,1,1,0,0
21,97,"Alto","Si",7,99,"Si",1,"Medio","Neutral",1,"No","Postgrado","Moderado","Masculino",74,0.693147180559945,4.58496747867057,9.8488578017961,33.6985186145644,0,1,1,0,0,1,0
29,62,"Medio","Si",8,74,"Si",1,"Bajo","Negativa",3,"Si","Universitaria","Cerca","Masculino",66,0.693147180559945,4.14313472639153,7.87400787401181,24.2503124054604,1,0,0,1,1,0,1
32,87,"Alto","Si",7,71,"Si",0,"Alto","Neutral",4,"Si","Universitaria","Cerca","Masculino",72,0,4.47733681447821,9.32737905308882,31.1225111484748,1,0,1,0,0,0,0
32,96,"Bajo","Si",7,97,"Si",1,"Bajo","Neutral",5,"No","Universitaria","Moderado","Masculino",73,0.693147180559945,4.57471097850338,9.79795897113271,33.4446303869241,0,0,1,0,1,0,0
27,92,"Medio","No",6,62,"Si",0,"Medio","Positiva",4,"No","Universitaria","Cerca","Masculino",73,0,4.53259949315326,9.59166304662544,32.4210206311119,0,1,0,1,0,1,0
26,67,"Medio","Si",5,62,"Si",0,"Medio","Negativa",2,"No","Secundaria","Moderado","Masculino",63,0,4.21950770517611,8.18535277187245,25.6829769762357,0,1,0,0,1,0,0
24,72,"Medio","Si",7,95,"Si",3,"Bajo","Negativa",2,"No","Postgrado","Cerca","Masculino",69,1.38629436111989,4.29045944114839,8.48528137423857,27.0838897841752,1,0,0,1,1,0,0
25,89,"Bajo","Si",6,82,"Si",2,"Bajo","Neutral",6,"No","Postgrado","Cerca","Masculino",71,1.09861228866811,4.49980967033027,9.4339811320566,31.6445331884519,0,1,0,0,1,0,0
17,63,"Medio","No",9,53,"Si",1,"Bajo","Neutral",4,"No","Universitaria","Moderado","Masculino",63,0.693147180559945,4.15888308335967,7.93725393319377,24.5395387185845,0,1,0,1,0,1,0
15,92,"Alto","Si",5,84,"Si",0,"Alto","Positiva",5,"No","Secundaria","Moderado","Femenino",69,0,4.53259949315326,9.59166304662544,32.4210206311119,1,0,1,0,0,0,0
20,89,"Alto","Si",10,91,"Si",3,"Medio","Neutral",3,"No","Universitaria","Moderado","Masculino",72,1.38629436111989,4.49980967033027,9.4339811320566,31.6445331884519,0,0,0,1,1,0,1
19,89,"Bajo","Si",7,64,"Si",2,"Bajo","Positiva",4,"Si","Postgrado","Moderado","Femenino",68,1.09861228866811,4.49980967033027,9.4339811320566,31.6445331884519,1,0,0,1,1,0,0
17,64,"Alto","No",7,69,"Si",1,"Medio","Negativa",3,"No","Secundaria","Cerca","Femenino",62,0.693147180559945,4.17438726989564,8,24.8273909713608,1,0,0,0,1,0,0
24,89,"Alto","Si",6,60,"Si",1,"Bajo","Neutral",2,"No","Secundaria","Cerca","Masculino",68,0.693147180559945,4.49980967033027,9.4339811320566,31.6445331884519,1,0,0,0,1,0,1
26,87,"Medio","Si",8,82,"Si",1,"Bajo","Negativa",2,"No","Postgrado","Cerca","Masculino",71,0.693147180559945,4.47733681447821,9.32737905308882,31.1225111484748,0,1,1,0,1,0,0
21,93,"Bajo","Si",7,83,"No",1,"Alto","Neutral",3,"Si","Secundaria","Moderado","Masculino",67,0.693147180559945,4.54329478227,9.64365076099295,32.6781539201505,0,0,1,0,0,1,0
29,62,"Alto","Si",7,53,"Si",0,"Bajo","Positiva",3,"No","Universitaria","Moderado","Femenino",65,0,4.14313472639153,7.87400787401181,24.2503124054604,0,1,0,0,1,0,1
13,61,"Medio","Si",8,84,"No",1,"Medio","Neutral",3,"Si","Postgrado","Lejos","Masculino",60,0.693147180559945,4.12713438504509,7.81024967590665,23.959683148738,0,1,0,0,0,1,0
19,75,"Alto","Si",8,83,"Si",2,"Alto","Neutral",2,"No","Secundaria","Cerca","Masculino",68,1.09861228866811,4.33073334028633,8.66025403784439,27.9103973090706,0,1,1,0,1,0,0
16,66,"Medio","Si",9,52,"Si",1,"Medio","Negativa",3,"Si","Secundaria","Cerca","Masculino",59,0.693147180559945,4.20469261939097,8.12403840463596,25.3990837029176,1,0,0,0,0,0,0
20,97,"Medio","Si",6,81,"Si",2,"Bajo","Neutral",3,"No","Secundaria","Moderado","Masculino",71,1.09861228866811,4.58496747867057,9.8488578017961,33.6985186145644,0,1,0,1,0,0,0
29,94,"Medio","Si",7,95,"No",2,"Bajo","Neutral",3,"Si","Universitaria","Moderado","Masculino",70,1.09861228866811,4.55387689160054,9.69535971483266,32.9344590650483,1,0,0,0,1,0,0
24,60,"Bajo","No",7,66,"Si",1,"Medio","Neutral",4,"No","Universitaria","Cerca","Femenino",62,0.693147180559945,4.11087386417331,7.74596669241483,23.6676209733059,1,0,0,0,0,1,0
14,67,"Medio","No",10,53,"Si",2,"Alto","Neutral",3,"No","Universitaria","Cerca","Masculino",62,1.09861228866811,4.21950770517611,8.18535277187245,25.6829769762357,1,0,1,0,1,0,0
31,61,"Medio","No",7,84,"Si",2,"Medio","Neutral",3,"No","Secundaria","Cerca","Masculino",68,1.09861228866811,4.12713438504509,7.81024967590665,23.959683148738,1,0,0,1,1,0,1
27,73,"Medio","No",8,80,"Si",3,"Medio","Negativa",3,"No","Secundaria","Cerca","Femenino",68,1.38629436111989,4.30406509320417,8.54400374531753,27.3605202070912,0,0,1,0,1,0,1
23,96,"Medio","Si",8,99,"Si",3,"Bajo","Positiva",4,"No","Secundaria","Cerca","Femenino",74,1.38629436111989,4.57471097850338,9.79795897113271,33.4446303869241,0,1,1,0,0,0,0
19,64,"Medio","No",8,62,"Si",0,"Alto","Positiva",4,"Si","Universitaria","Cerca","Masculino",61,0,4.17438726989564,8,24.8273909713608,1,0,0,0,1,0,0
14,84,"Medio","Si",8,70,"Si",1,"Bajo","Neutral",5,"No","Universitaria","Cerca","Masculino",67,0.693147180559945,4.44265125649032,9.16515138991168,30.3326693556488,1,0,1,0,0,1,0
18,78,"Bajo","No",6,73,"Si",1,"Alto","Positiva",2,"No","Secundaria","Moderado","Femenino",65,0.693147180559945,4.36944785246702,8.83176086632785,28.7270430074796,1,0,1,0,0,1,0
27,98,"Medio","Si",6,93,"No",5,"Alto","Positiva",3,"No","Secundaria","Moderado","Femenino",101,1.79175946922805,4.59511985013459,9.89949493661167,33.9516228179442,0,0,0,0,0,1,0
31,65,"Bajo","Si",7,71,"Si",1,"Bajo","Neutral",4,"No","Secundaria","Moderado","Masculino",65,0.693147180559945,4.18965474202643,8.06225774829855,25.1138970113555,1,0,1,0,1,0,0
29,68,"Medio","No",4,89,"Si",0,"Medio","Neutral",4,"Si","Universitaria","Cerca","Masculino",67,0,4.23410650459726,8.24621125123532,25.9656018732522,1,0,1,0,1,0,1
17,61,"Alto","Si",7,58,"Si",2,"Bajo","Positiva",3,"Si","Secundaria","Cerca","Femenino",61,1.09861228866811,4.12713438504509,7.81024967590665,23.959683148738,0,0,1,0,1,0,0
13,77,"Medio","No",6,70,"Si",3,"Medio","Neutral",4,"Si","Secundaria","Cerca","Masculino",64,1.38629436111989,4.35670882668959,8.77496438739212,28.4558923484917,1,0,1,0,0,1,0
21,71,"Bajo","No",7,58,"Si",1,"Medio","Positiva",3,"Si","Universitaria","Lejos","Femenino",64,0.693147180559945,4.27666611901606,8.42614977317636,26.8061042870553,0,1,0,1,0,1,0
9,95,"Medio","Si",7,97,"Si",1,"Bajo","Neutral",2,"No","Universitaria","Cerca","Masculino",67,0.693147180559945,4.56434819146784,9.74679434480896,33.1899475010386,1,0,1,0,0,0,0
22,84,"Medio","Si",5,59,"Si",0,"Alto","Positiva",3,"No","Universitaria","Cerca","Femenino",69,0,4.44265125649032,9.16515138991168,30.3326693556488,1,0,1,0,0,1,1
19,85,"Medio","Si",9,71,"Si",1,"Medio","Positiva",2,"No","Postgrado","Moderado","Femenino",69,0.693147180559945,4.45434729625351,9.21954445729289,30.5968761463216,0,0,0,1,0,1,0
17,81,"Medio","No",7,54,"Si",4,"Bajo","Positiva",3,"No","Secundaria","Cerca","Femenino",67,1.6094379124341,4.40671924726425,9,29.5343173821803,1,0,0,1,1,0,0
10,64,"Alto","No",8,96,"Si",1,"Medio","Neutral",3,"No","Secundaria","Moderado","Masculino",62,0.693147180559945,4.17438726989564,8,24.8273909713608,1,0,1,0,1,0,0
23,78,"Alto","No",7,81,"Si",0,"Bajo","Neutral",1,"No","Secundaria","Cerca","Masculino",66,0,4.36944785246702,8.83176086632785,28.7270430074796,1,0,0,0,1,0,1
17,100,"Medio","No",8,98,"Si",0,"Medio","Positiva",4,"No","Universitaria","Cerca","Masculino",72,0,4.61512051684126,10,34.4555204501369,0,0,0,1,0,1,0
13,93,"Medio","Si",5,52,"Si",2,"Medio","Positiva",3,"No","Universitaria","Cerca","Femenino",67,1.09861228866811,4.54329478227,9.64365076099295,32.6781539201505,0,0,1,0,1,0,0
3,96,"Alto","Si",9,59,"Si",2,"Bajo","Negativa",3,"No","Universitaria","Moderado","Femenino",66,1.09861228866811,4.57471097850338,9.79795897113271,33.4446303869241,1,0,0,1,1,0,0
20,93,"Bajo","Si",8,69,"Si",2,"Bajo","Neutral",4,"No","Secundaria","Moderado","Masculino",67,1.09861228866811,4.54329478227,9.64365076099295,32.6781539201505,1,0,0,0,1,0,0
31,64,"Bajo","Si",7,81,"Si",1,"Medio","Positiva",4,"No","Secundaria","Cerca","Femenino",67,0.693147180559945,4.17438726989564,8,24.8273909713608,0,0,0,1,1,0,0
30,69,"Medio","Si",7,66,"Si",0,"Medio","Positiva",4,"No","Postgrado","Cerca","Femenino",68,0,4.24849524204936,8.30662386291807,26.2469825906804,1,0,1,0,0,0,0
17,60,"Medio","Si",9,86,"Si",0,"Bajo","Positiva",2,"No","Secundaria","Cerca","Masculino",63,0,4.11087386417331,7.74596669241483,23.6676209733059,1,0,0,1,0,1,0
16,72,"Alto","No",6,58,"Si",1,"Medio","Negativa",2,"No","Secundaria","Lejos","Masculino",62,0.693147180559945,4.29045944114839,8.48528137423857,27.0838897841752,0,0,1,0,1,0,0
23,64,"Medio","Si",5,80,"Si",3,"Medio","Negativa",2,"Si","Universitaria","Moderado","Femenino",65,1.38629436111989,4.17438726989564,8,24.8273909713608,0,0,0,1,0,1,0
14,79,"Medio","Si",6,70,"Si",1,"Bajo","Positiva",6,"No","Universitaria","Moderado","Masculino",65,0.693147180559945,4.38202663467388,8.88819441731559,28.9971527495702,1,0,1,0,1,0,0
22,87,"Alto","Si",7,75,"Si",0,"Medio","Positiva",2,"Si","Universitaria","Cerca","Femenino",70,0,4.47733681447821,9.32737905308882,31.1225111484748,1,0,1,0,0,1,0
25,95,"Medio","No",7,78,"Si",7,"Bajo","Positiva",4,"No","Secundaria","Cerca","Masculino",73,2.07944154167984,4.56434819146784,9.74679434480896,33.1899475010386,1,0,0,0,1,0,0
27,90,"Medio","Si",9,53,"Si",1,"Medio","Positiva",2,"No","Postgrado","Cerca","Femenino",73,0.693147180559945,4.51085950651685,9.48683298050514,31.9042224374586,1,0,0,1,0,1,0
19,98,"Bajo","Si",6,96,"No",2,"Bajo","Negativa",2,"No","Secundaria","Moderado","Masculino",68,1.09861228866811,4.59511985013459,9.89949493661167,33.9516228179442,1,0,1,0,1,0,1
19,62,"Bajo","No",6,89,"Si",3,"Medio","Positiva",1,"No","Secundaria","Moderado","Masculino",63,1.38629436111989,4.14313472639153,7.87400787401181,24.2503124054604,0,1,1,0,1,0,0
15,60,"Bajo","Si",5,72,"Si",2,"Alto","Positiva",2,"No","Secundaria","Cerca","Masculino",62,1.09861228866811,4.11087386417331,7.74596669241483,23.6676209733059,0,1,1,0,0,1,0
15,86,"Medio","Si",8,77,"Si",0,"Medio","Positiva",3,"No","Postgrado","Cerca","Masculino",69,0,4.46590811865458,9.2736184954957,30.8601520614316,1,0,0,1,1,0,0
19,72,"Alto","No",5,52,"Si",2,"Medio","Neutral",3,"No","Postgrado","Cerca","Masculino",66,1.09861228866811,4.29045944114839,8.48528137423857,27.0838897841752,1,0,1,0,1,0,0
22,70,"Alto","Si",8,75,"Si",0,"Medio","Positiva",3,"No","Postgrado","Cerca","Masculino",68,0,4.26267987704132,8.36660026534076,26.5271425203459,0,1,1,0,1,0,1
25,73,"Medio","Si",6,71,"Si",0,"Bajo","Positiva",3,"No","Universitaria","Lejos","Femenino",67,0,4.30406509320417,8.54400374531753,27.3605202070912,0,0,0,1,1,0,1
15,71,"Alto","Si",6,69,"Si",2,"Bajo","Negativa",4,"No","Universitaria","Cerca","Femenino",65,1.09861228866811,4.27666611901606,8.42614977317636,26.8061042870553,0,0,0,1,0,1,1
29,80,"Medio","Si",10,91,"No",1,"Alto","Positiva",3,"No","Universitaria","Moderado","Masculino",70,0.693147180559945,4.39444915467244,8.94427190999916,29.2662386722107,0,1,0,0,1,0,0
18,78,"Medio","Si",9,59,"No",0,"Alto","Positiva",1,"No","Secundaria","Moderado","Femenino",64,0,4.36944785246702,8.83176086632785,28.7270430074796,0,1,0,0,0,1,1
20,80,"Bajo","Si",7,59,"Si",2,"Medio","Neutral",3,"No","Secundaria","Moderado","Masculino",65,1.09861228866811,4.39444915467244,8.94427190999916,29.2662386722107,0,1,0,0,0,1,1
16,87,"Medio","No",5,76,"Si",1,"Bajo","Neutral",2,"No","Postgrado","Lejos","Femenino",67,0.693147180559945,4.47733681447821,9.32737905308882,31.1225111484748,0,1,1,0,0,1,1
5,75,"Bajo","Si",10,84,"Si",0,"Alto","Neutral",4,"No","Postgrado","Moderado","Femenino",62,0,4.33073334028633,8.66025403784439,27.9103973090706,1,0,1,0,1,0,1
25,70,"Medio","Si",7,51,"Si",3,"Bajo","Positiva",4,"No","Secundaria","Moderado","Masculino",66,1.38629436111989,4.26267987704132,8.36660026534076,26.5271425203459,0,1,1,0,1,0,0
24,67,"Alto","Si",7,77,"Si",0,"Alto","Positiva",2,"No","Universitaria","Cerca","Femenino",68,0,4.21950770517611,8.18535277187245,25.6829769762357,0,0,0,1,1,0,0
18,74,"Bajo","No",8,65,"Si",0,"Medio","Positiva",4,"No","Universitaria","Moderado","Femenino",64,0,4.31748811353631,8.60232526704263,27.6360160846992,0,1,1,0,0,1,0
20,90,"Bajo","No",4,88,"Si",3,"Bajo","Negativa",3,"No","Secundaria","Moderado","Masculino",69,1.38629436111989,4.51085950651685,9.48683298050514,31.9042224374586,1,0,0,1,1,0,0
23,90,"Medio","Si",6,73,"No",1,"Alto","Positiva",2,"No","Secundaria","Cerca","Femenino",69,0.693147180559945,4.51085950651685,9.48683298050514,31.9042224374586,0,0,1,0,1,0,1
11,87,"Medio","Si",7,92,"Si",1,"Medio","Positiva",5,"No","Secundaria","Moderado","Femenino",67,0.693147180559945,4.47733681447821,9.32737905308882,31.1225111484748,1,0,1,0,1,0,0
17,69,"Medio","Si",7,70,"Si",0,"Bajo","Neutral",3,"Si","Universitaria","Moderado","Masculino",61,0,4.24849524204936,8.30662386291807,26.2469825906804,0,0,1,0,0,1,0
25,84,"Medio","Si",5,91,"Si",1,"Medio","Positiva",4,"Si","Postgrado","Moderado","Femenino",70,0.693147180559945,4.44265125649032,9.16515138991168,30.3326693556488,0,0,0,1,1,0,0
12,83,"Medio","Si",7,86,"Si",1,"Alto","Negativa",4,"No","Universitaria","Cerca","Femenino",65,0.693147180559945,4.43081679884331,9.1104335791443,30.0675172565702,0,0,0,0,1,0,0
22,79,"Medio","Si",7,91,"Si",0,"Bajo","Positiva",4,"Si","Universitaria","Moderado","Masculino",66,0,4.38202663467388,8.88819441731559,28.9971527495702,0,0,1,0,1,0,0
12,82,"Medio","Si",10,91,"Si",3,"Bajo","Negativa",3,"No","Postgrado","Cerca","Masculino",66,1.38629436111989,4.4188406077966,9.05538513813742,29.8014050155455,1,0,0,0,1,0,0
23,80,"Alto","Si",9,74,"Si",4,"Medio","Negativa",3,"No","Secundaria","Moderado","Masculino",69,1.6094379124341,4.39444915467244,8.94427190999916,29.2662386722107,1,0,1,0,1,0,0
20,83,"Medio","Si",7,68,"Si",1,"Medio","Positiva",1,"No","Secundaria","Cerca","Femenino",67,0.693147180559945,4.43081679884331,9.1104335791443,30.0675172565702,0,1,1,0,1,0,0
10,89,"Alto","Si",7,88,"Si",2,"Alto","Positiva",2,"No","Postgrado","Cerca","Femenino",71,1.09861228866811,4.49980967033027,9.4339811320566,31.6445331884519,1,0,0,1,1,0,1
27,64,"Alto","Si",9,68,"Si",1,"Bajo","Neutral",4,"No","Secundaria","Cerca","Masculino",68,0.693147180559945,4.17438726989564,8,24.8273909713608,0,1,0,1,0,1,1
16,90,"Medio","No",7,54,"No",2,"Medio","Positiva",3,"No","Secundaria","Cerca","Femenino",67,1.09861228866811,4.51085950651685,9.48683298050514,31.9042224374586,0,1,1,0,1,0,0
15,65,"Medio","No",5,93,"Si",2,"Bajo","Neutral",4,"Si","Secundaria","Cerca","Femenino",63,1.09861228866811,4.18965474202643,8.06225774829855,25.1138970113555,0,0,0,1,1,0,0
21,63,"Medio","No",10,70,"Si",1,"Alto","Positiva",2,"No","Universitaria","Cerca","Femenino",64,0.693147180559945,4.15888308335967,7.93725393319377,24.5395387185845,0,0,1,0,0,1,1
27,99,"Medio","Si",6,57,"Si",3,"Bajo","Neutral",3,"No","Universitaria","Moderado","Masculino",73,1.38629436111989,4.60517018598809,9.9498743710662,34.2039533818444,1,0,0,1,1,0,0
14,98,"Medio","Si",10,82,"Si",1,"Bajo","Positiva",3,"No","Secundaria","Moderado","Masculino",69,0.693147180559945,4.59511985013459,9.89949493661167,33.9516228179442,0,1,1,0,1,0,1
20,62,"Bajo","No",8,94,"Si",1,"Medio","Positiva",3,"No","Secundaria","Cerca","Femenino",65,0.693147180559945,4.14313472639153,7.87400787401181,24.2503124054604,0,1,0,1,1,0,0
23,78,"Bajo","Si",6,93,"Si",0,"Medio","Positiva",5,"No","Postgrado","Cerca","Masculino",70,0,4.36944785246702,8.83176086632785,28.7270430074796,1,0,0,1,0,1,1
24,67,"Medio","Si",4,78,"Si",1,"Bajo","Positiva",2,"No","Secundaria","Cerca","Femenino",67,0.693147180559945,4.21950770517611,8.18535277187245,25.6829769762357,0,0,0,1,0,1,0
21,79,"Bajo","Si",8,54,"Si",3,"Bajo","Positiva",3,"No","Postgrado","Moderado","Femenino",67,1.38629436111989,4.38202663467388,8.88819441731559,28.9971527495702,0,1,1,0,1,0,0
18,93,"Alto","Si",5,85,"Si",0,"Bajo","Positiva",3,"No","Secundaria","Cerca","Masculino",70,0,4.54329478227,9.64365076099295,32.6781539201505,1,0,1,0,1,0,0
15,98,"Bajo","No",8,80,"No",2,"Alto","Negativa",2,"No","Postgrado","Cerca","Femenino",69,1.09861228866811,4.59511985013459,9.89949493661167,33.9516228179442,0,0,0,1,0,1,0
21,85,"Medio","No",10,61,"Si",2,"Medio","Neutral",2,"Si","Secundaria","Cerca","Masculino",68,1.09861228866811,4.45434729625351,9.21954445729289,30.5968761463216,0,1,0,1,1,0,0
14,74,"Alto","No",5,95,"Si",1,"Bajo","Positiva",3,"Si","Universitaria","Cerca","Masculino",66,0.693147180559945,4.31748811353631,8.60232526704263,27.6360160846992,0,1,1,0,0,1,0
23,72,"Medio","Si",6,69,"Si",2,"Alto","Positiva",4,"No","Secundaria","Cerca","Masculino",67,1.09861228866811,4.29045944114839,8.48528137423857,27.0838897841752,0,0,1,0,1,0,0
25,96,"Bajo","Si",9,55,"Si",2,"Medio","Neutral",4,"No","Secundaria","Moderado","Masculino",71,1.09861228866811,4.57471097850338,9.79795897113271,33.4446303869241,0,1,1,0,0,1,0
6,95,"Medio","Si",7,96,"Si",4,"Bajo","Neutral",2,"No","Secundaria","Moderado","Femenino",68,1.6094379124341,4.56434819146784,9.74679434480896,33.1899475010386,1,0,0,1,1,0,0
14,82,"Medio","Si",7,52,"Si",3,"Bajo","Negativa",2,"No","Secundaria","Cerca","Femenino",66,1.38629436111989,4.4188406077966,9.05538513813742,29.8014050155455,0,1,0,1,1,0,0
24,73,"Medio","Si",9,71,"Si",0,"Bajo","Neutral",3,"No","Secundaria","Moderado","Masculino",64,0,4.30406509320417,8.54400374531753,27.3605202070912,0,1,0,0,1,0,0
32,72,"Medio","Si",8,93,"Si",1,"Bajo","Neutral",4,"No","Postgrado","Cerca","Femenino",71,0.693147180559945,4.29045944114839,8.48528137423857,27.0838897841752,0,0,0,1,1,0,1
20,61,"Bajo","Si",6,63,"Si",1,"Medio","Positiva",4,"No","Universitaria","Lejos","Masculino",61,0.693147180559945,4.12713438504509,7.81024967590665,23.959683148738,1,0,0,0,0,1,0
16,93,"Alto","No",10,55,"No",2,"Bajo","Neutral",2,"No","Universitaria","Cerca","Masculino",67,1.09861228866811,4.54329478227,9.64365076099295,32.6781539201505,1,0,1,0,1,0,0
19,78,"Bajo","Si",5,56,"Si",3,"Alto","Neutral",4,"No","Universitaria","Moderado","Femenino",65,1.38629436111989,4.36944785246702,8.83176086632785,28.7270430074796,0,0,1,0,1,0,0
28,73,"Medio","Si",7,70,"No",0,"Bajo","Negativa",6,"No","Universitaria","Moderado","Femenino",66,0,4.30406509320417,8.54400374531753,27.3605202070912,0,0,0,1,1,0,1
16,79,"Alto","Si",6,71,"Si",2,"Bajo","Neutral",4,"No","Secundaria","Cerca","Femenino",68,1.09861228866811,4.38202663467388,8.88819441731559,28.9971527495702,1,0,0,1,0,1,0
15,93,"Medio","No",5,86,"Si",0,"Bajo","Neutral",2,"No","Universitaria","Lejos","Masculino",66,0,4.54329478227,9.64365076099295,32.6781539201505,1,0,1,0,1,0,0
17,65,"Medio","No",5,62,"Si",2,"Medio","Positiva",4,"No","Secundaria","Cerca","Femenino",63,1.09861228866811,4.18965474202643,8.06225774829855,25.1138970113555,1,0,1,0,1,0,0
14,94,"Bajo","Si",7,85,"Si",1,"Alto","Neutral",3,"No","Secundaria","Moderado","Femenino",66,0.693147180559945,4.55387689160054,9.69535971483266,32.9344590650483,0,0,0,0,1,0,0
21,96,"Alto","No",8,100,"Si",1,"Alto","Positiva",2,"No","Universitaria","Cerca","Femenino",73,0.693147180559945,4.57471097850338,9.79795897113271,33.4446303869241,1,0,1,0,1,0,1
30,98,"Bajo","Si",9,93,"Si",1,"Bajo","Positiva",3,"No","Secundaria","Cerca","Masculino",88,0.693147180559945,4.59511985013459,9.89949493661167,33.9516228179442,1,0,1,0,0,0,1
22,76,"Medio","No",9,82,"Si",0,"Medio","Neutral",4,"No","Secundaria","Cerca","Masculino",67,0,4.34380542185368,8.71779788708135,28.1836831634198,0,1,1,0,0,1,1
18,69,"Alto","Si",7,97,"Si",2,"Medio","Positiva",2,"No","Universitaria","Cerca","Femenino",69,1.09861228866811,4.24849524204936,8.30662386291807,26.2469825906804,1,0,0,1,1,0,0
18,75,"Bajo","Si",6,100,"Si",2,"Bajo","Positiva",3,"No","Secundaria","Cerca","Femenino",67,1.09861228866811,4.33073334028633,8.66025403784439,27.9103973090706,0,1,1,0,1,0,0
11,73,"Alto","Si",9,79,"Si",1,"Bajo","Neutral",2,"No","Secundaria","Cerca","Masculino",64,0.693147180559945,4.30406509320417,8.54400374531753,27.3605202070912,1,0,1,0,0,1,0
